"filename", "language", "Shell Script", "Batch", "Java", "JavaScript", "Properties", "XML", "comment", "blank", "total"
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dao\entity\Job.java", "Java", 0, 0, 20, 0, 0, 0, 0, 4, 24
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dao\entity\JobFair.java", "Java", 0, 0, 23, 0, 0, 0, 0, 5, 28
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dao\entity\Lecture.java", "Java", 0, 0, 22, 0, 0, 0, 0, 4, 26
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dao\entity\Message.java", "Java", 0, 0, 31, 0, 0, 0, 4, 16, 51
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dao\entity\Post.java", "Java", 0, 0, 26, 0, 0, 0, 0, 4, 30
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dao\entity\Recommend.java", "Java", 0, 0, 26, 0, 0, 0, 0, 4, 30
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dao\entity\RecommendPicture.java", "Java", 0, 0, 11, 0, 0, 0, 0, 3, 14
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dao\entity\Recruitment.java", "Java", 0, 0, 18, 0, 0, 0, 0, 4, 22
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dao\entity\SelectedGraduatesOrInternationalOrganization.java", "Java", 0, 0, 17, 0, 0, 0, 0, 4, 21
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dao\mapper\AccountMapper.java", "Java", 0, 0, 23, 0, 0, 0, 0, 9, 32
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dao\mapper\AlumniCircleMapper.java", "Java", 0, 0, 17, 0, 0, 0, 0, 6, 23
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dao\mapper\BannerMapper.java", "Java", 0, 0, 12, 0, 0, 0, 0, 5, 17
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dao\mapper\CompanyMapper.java", "Java", 0, 0, 28, 0, 0, 0, 0, 11, 39
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dao\mapper\FavoriteMapper.java", "Java", 0, 0, 10, 0, 0, 0, 0, 4, 14
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dao\mapper\FriendMapper.java", "Java", 0, 0, 13, 0, 0, 0, 0, 2, 15
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dao\mapper\JobFairMapper.java", "Java", 0, 0, 13, 0, 0, 0, 0, 4, 17
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dao\mapper\JobMapper.java", "Java", 0, 0, 7, 0, 0, 0, 0, 3, 10
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dao\mapper\LectureMapper.java", "Java", 0, 0, 13, 0, 0, 0, 0, 4, 17
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dao\mapper\MessageMapper.java", "Java", 0, 0, 26, 0, 0, 0, 0, 4, 30
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dao\mapper\PostMapper.java", "Java", 0, 0, 24, 0, 0, 0, 0, 4, 28
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dao\mapper\RecommendMapper.java", "Java", 0, 0, 19, 0, 0, 0, 0, 9, 28
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dao\mapper\RecommendPictureMapper.java", "Java", 0, 0, 14, 0, 0, 0, 0, 6, 20
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dao\mapper\RecruitmentMapper.java", "Java", 0, 0, 13, 0, 0, 0, 0, 4, 17
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dao\mapper\SelectedGraduatesOrInternationalOrganizationMapper.java", "Java", 0, 0, 12, 0, 0, 0, 0, 4, 16
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dao\mapper\V2ApiMapper.java", "Java", 0, 0, 12, 0, 0, 0, 0, 7, 19
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dto\PageResult.java", "Java", 0, 0, 16, 0, 0, 0, 0, 6, 22
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dto\Response.java", "Java", 0, 0, 26, 0, 0, 0, 0, 6, 32
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dto\WebResponseEnum.java", "Java", 0, 0, 24, 0, 0, 0, 5, 8, 37
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dto\post\AdminDTO.java", "Java", 0, 0, 7, 0, 0, 0, 0, 3, 10
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dto\post\AlumniCircleAuthorizationState.java", "Java", 0, 0, 17, 0, 0, 0, 0, 6, 23
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dto\post\AlumniCircleBasicInfoDTO.java", "Java", 0, 0, 30, 0, 0, 0, 3, 6, 39
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dto\post\AlumniCircleType.java", "Java", 0, 0, 19, 0, 0, 0, 0, 4, 23
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dto\post\BriefInfo.java", "Java", 0, 0, 20, 0, 0, 0, 0, 6, 26
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dto\post\CompanyDTO.java", "Java", 0, 0, 15, 0, 0, 0, 0, 4, 19
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dto\post\FavoriteDTO.java", "Java", 0, 0, 24, 0, 0, 0, 0, 7, 31
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dto\post\FriendApplyDTO.java", "Java", 0, 0, 11, 0, 0, 0, 0, 3, 14
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dto\post\FriendStatus.java", "Java", 0, 0, 20, 0, 0, 0, 19, 7, 46
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dto\post\JobFairSearchDTO.java", "Java", 0, 0, 11, 0, 0, 0, 0, 3, 14
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dto\post\LectureSearchDTO.java", "Java", 0, 0, 8, 0, 0, 0, 0, 3, 11
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dto\post\LoginDTO.java", "Java", 0, 0, 12, 0, 0, 0, 0, 3, 15
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dto\post\MessageDTO.java", "Java", 0, 0, 30, 0, 0, 0, 4, 16, 50
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dto\post\MessageType.java", "Java", 0, 0, 19, 0, 0, 0, 3, 5, 27
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dto\post\MyAlumniCircleInfoDTO.java", "Java", 0, 0, 15, 0, 0, 0, 3, 3, 21
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dto\post\PostSearchDTO.java", "Java", 0, 0, 16, 0, 0, 0, 0, 3, 19
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dto\post\RecommendDTO.java", "Java", 0, 0, 19, 0, 0, 0, 0, 4, 23
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dto\post\RecommendModifyDTO.java", "Java", 0, 0, 7, 0, 0, 0, 0, 3, 10
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dto\post\RecruitmentSearchDTO.java", "Java", 0, 0, 10, 0, 0, 0, 0, 3, 13
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dto\post\Register.java", "Java", 0, 0, 17, 0, 0, 0, 0, 3, 20
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dto\post\SearchType.java", "Java", 0, 0, 25, 0, 0, 0, 3, 10, 38
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dto\post\SelectedGraduatesAndInternationalOrganizationSearchDTO.java", "Java", 0, 0, 7, 0, 0, 0, 0, 3, 10
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dto\post\SubscribeMessage.java", "Java", 0, 0, 10, 0, 0, 0, 3, 8, 21
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dto\post\TemplateData.java", "Java", 0, 0, 9, 0, 0, 0, 3, 5, 17
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\model\dto\returnDTO\JobDTO.java", "Java", 0, 0, 23, 0, 0, 0, 0, 6, 29
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\service\AccountService.java", "Java", 0, 0, 10, 0, 0, 0, 0, 3, 13
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\service\CompanyService.java", "Java", 0, 0, 12, 0, 0, 0, 0, 3, 15
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\service\JobFairService.java", "Java", 0, 0, 11, 0, 0, 0, 0, 4, 15
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\service\LectureService.java", "Java", 0, 0, 11, 0, 0, 0, 0, 4, 15
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\service\MessageService.java", "Java", 0, 0, 9, 0, 0, 0, 1, 5, 15
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\service\PostService.java", "Java", 0, 0, 11, 0, 0, 0, 0, 4, 15
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\service\QCloudFileManager.java", "Java", 0, 0, 21, 0, 0, 0, 21, 12, 54
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\service\RecommendService.java", "Java", 0, 0, 13, 0, 0, 0, 0, 3, 16
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\service\RecruitmentService.java", "Java", 0, 0, 11, 0, 0, 0, 0, 4, 15
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\service\SecurityService.java", "Java", 0, 0, 5, 0, 0, 0, 0, 4, 9
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\service\SelectedGraduatesAndInternationalOrganizationService.java", "Java", 0, 0, 11, 0, 0, 0, 0, 4, 15
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\service\SubscribeMessageService.java", "Java", 0, 0, 4, 0, 0, 0, 0, 3, 7
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\service\fail\ActivityFailPrompt.java", "Java", 0, 0, 12, 0, 0, 0, 0, 4, 16
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\service\fail\ServiceFailPrompt.java", "Java", 0, 0, 52, 0, 0, 0, 0, 6, 58
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\service\impl\AccountServiceImpl.java", "Java", 0, 0, 69, 0, 0, 0, 0, 10, 79
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\service\impl\CompanyServiceImpl.java", "Java", 0, 0, 87, 0, 0, 0, 7, 13, 107
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\service\impl\DatabaseJobFairServiceImpl.java", "Java", 0, 0, 47, 0, 0, 0, 0, 11, 58
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\service\impl\DatabaseLectureServiceImpl.java", "Java", 0, 0, 40, 0, 0, 0, 0, 11, 51
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\service\impl\DatabasePostServiceImpl.java", "Java", 0, 0, 51, 0, 0, 0, 0, 11, 62
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\service\impl\DatabaseRecruitmentServiceImpl.java", "Java", 0, 0, 45, 0, 0, 0, 0, 11, 56
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\service\impl\DatabaseSelectedGraduatesAndInternationalOrganizationImpl.java", "Java", 0, 0, 47, 0, 0, 0, 0, 11, 58
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\service\impl\DynamicParseJobFairServiceImpl.java", "Java", 0, 0, 91, 0, 0, 0, 0, 15, 106
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\service\impl\DynamicParseLectureServiceImpl.java", "Java", 0, 0, 88, 0, 0, 0, 0, 19, 107
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\service\impl\DynamicParsePostServiceImpl.java", "Java", 0, 0, 103, 0, 0, 0, 0, 17, 120
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\service\impl\DynamicParseRecruitmentServiceImpl.java", "Java", 0, 0, 88, 0, 0, 0, 0, 14, 102
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\service\impl\DynamicParseSelectedGraduatesAndInternationalOrganizationServiceImpl.java", "Java", 0, 0, 97, 0, 0, 0, 0, 16, 113
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\service\impl\FileManagerImpl.java", "Java", 0, 0, 132, 0, 0, 0, 17, 15, 164
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\service\impl\MessageServiceImpl.java", "Java", 0, 0, 51, 0, 0, 0, 3, 9, 63
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\service\impl\RecommendServiceImpl.java", "Java", 0, 0, 169, 0, 0, 0, 0, 12, 181
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\service\impl\SecurityServiceImpl.java", "Java", 0, 0, 40, 0, 0, 0, 5, 6, 51
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\service\impl\SubscribeMessageServiceImpl.java", "Java", 0, 0, 102, 0, 0, 0, 30, 17, 149
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\util\ConstantUtil.java", "Java", 0, 0, 83, 0, 0, 0, 14, 18, 115
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\util\IDUtil.java", "Java", 0, 0, 29, 0, 0, 0, 1, 8, 38
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\util\IpUtils.java", "Java", 0, 0, 21, 0, 0, 0, 7, 3, 31
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\util\RandomUtil.java", "Java", 0, 0, 12, 0, 0, 0, 0, 4, 16
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\util\RedisUtil.java", "Java", 0, 0, 22, 0, 0, 0, 1, 10, 33
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\util\RegexUtil.java", "Java", 0, 0, 10, 0, 0, 0, 0, 4, 14
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\util\TokenUtil.java", "Java", 0, 0, 69, 0, 0, 0, 7, 23, 99
"d:\seu\校友圈\talentCloud\src\main\java\seu\talents\cloud\talent\util\WXBizDataCryptUtil.java", "Java", 0, 0, 24, 0, 0, 0, 1, 6, 31
"d:\seu\校友圈\talentCloud\src\main\resources\application.properties", "Properties", 0, 0, 0, 0, 16, 0, 10, 4, 30
"d:\seu\校友圈\talentCloud\src\main\resources\httprequest\district-parameter-convert.properties", "Properties", 0, 0, 0, 0, 567, 0, 0, 1, 568
"d:\seu\校友圈\talentCloud\src\main\resources\httprequest\job-fair-parameter-convert.properties", "Properties", 0, 0, 0, 0, 12, 0, 0, 0, 12
"d:\seu\校友圈\talentCloud\src\main\resources\httprequest\post-parameter-convert.properties", "Properties", 0, 0, 0, 0, 144, 0, 0, 4, 148
"d:\seu\校友圈\talentCloud\src\main\resources\httprequest\recruitment-parameter-convert.properties", "Properties", 0, 0, 0, 0, 3, 0, 0, 1, 4
"d:\seu\校友圈\talentCloud\src\main\resources\httprequest\request-config.properties", "Properties", 0, 0, 0, 0, 16, 0, 0, 1, 17
"d:\seu\校友圈\talentCloud\src\main\resources\httprequest\time-parameter-convert.properties", "Properties", 0, 0, 0, 0, 7, 0, 0, 1, 8
"d:\seu\校友圈\talentCloud\src\main\resources\mapper\JobFairMapper.xml", "XML", 0, 0, 0, 0, 0, 82, 0, 5, 87
"d:\seu\校友圈\talentCloud\src\main\resources\mapper\LectureMapper.xml", "XML", 0, 0, 0, 0, 0, 78, 0, 7, 85
"d:\seu\校友圈\talentCloud\src\main\resources\mapper\PostMapper.xml", "XML", 0, 0, 0, 0, 0, 132, 0, 7, 139
"d:\seu\校友圈\talentCloud\src\main\resources\mapper\RecruitmentMapper.xml", "XML", 0, 0, 0, 0, 0, 75, 0, 7, 82
"d:\seu\校友圈\talentCloud\src\main\resources\mapper\SelectedGraduatesAndInternationalOrganizationMapper.xml", "XML", 0, 0, 0, 0, 0, 45, 0, 6, 51
"d:\seu\校友圈\talentCloud\src\main\resources\mybatis-generator-config.xml", "XML", 0, 0, 0, 0, 0, 40, 6, 10, 56
"d:\seu\校友圈\talentCloud\src\main\resources\qcloud\fail-cos.properties", "Properties", 0, 0, 0, 0, 14, 0, 0, 1, 15
"d:\seu\校友圈\talentCloud\src\main\resources\qcloud\qcloud-cos.properties", "Properties", 0, 0, 0, 0, 6, 0, 2, 0, 8
"d:\seu\校友圈\talentCloud\src\main\resources\qcloud\qcloud-sms.properties", "Properties", 0, 0, 0, 0, 5, 0, 0, 1, 6
"d:\seu\校友圈\talentCloud\src\main\resources\static\macros.js", "JavaScript", 0, 0, 0, 404, 0, 0, 4, 8, 416
"d:\seu\校友圈\talentCloud\src\test\java\seu\talents\cloud\talent\TalentApplicationTests.java", "Java", 0, 0, 9, 0, 0, 0, 0, 5, 14
"d:\seu\校友圈\talentCloud\src\test\java\seu\talents\cloud\talent\TestGetInformationService.java", "Java", 0, 0, 23, 0, 0, 0, 0, 6, 29
"d:\seu\校友圈\talentCloud\start-test.sh", "Shell Script", 10, 0, 0, 0, 0, 0, 5, 1, 16
"Total", "-", 10, 96, 4559, 404, 792, 770, 657, 1200, 8488
